Store,Dept,Date,Weekly_Sales,pred_mean,residual,cv_fold
1,90,2011-02-04,86958.66,68419.45233910262,18539.207660897388,0
1,90,2011-02-11,80990.37,74223.28120106211,6767.0887989378825,0
1,90,2011-02-18,75949.49,68998.0670773896,6951.422922610407,0
1,90,2011-02-25,72506.47,69379.72740645571,3126.742593544288,0
1,90,2011-03-04,79030.64,71245.07398955974,7785.566010440263,0
1,90,2011-03-11,79913.3,73072.66186110687,6840.638138893133,0
1,90,2011-03-18,80618.9,70429.70250432717,10189.197495672823,0
1,90,2011-03-25,74628.5,70183.70029960293,4444.799700397067,0
1,90,2011-04-01,74995.0,69690.51571505902,5304.484284940976,0
1,90,2011-04-08,83707.82,72511.52171982858,11196.298280171424,0
1,90,2011-04-15,81817.98,74262.84409236856,7555.13590763144,0
1,90,2011-04-22,80709.38,71401.11507559523,9308.264924404779,0
1,90,2011-04-29,75655.35,71173.13670449973,4482.213295500274,0
1,90,2011-05-06,85337.89,73827.23890603641,11510.651093963592,0
1,90,2011-05-13,81465.8,73738.1004689057,7727.699531094302,0
1,91,2011-02-04,70369.87,58817.85801998042,11552.011980019575,0
1,91,2011-02-11,73085.36,61661.78000552097,11423.579994479034,0
1,91,2011-02-18,65075.71,60980.96077533772,4094.7492246622787,0
1,91,2011-02-25,59436.45,59159.79015364,276.65984635999484,0
1,91,2011-03-04,66158.1,59887.80199718236,6270.298002817646,0
1,91,2011-03-11,70447.08,61067.35525591833,9379.724744081672,0
1,91,2011-03-18,69243.49,62511.144236378226,6732.345763621779,0
1,91,2011-03-25,59363.21,60810.76471467198,-1447.5547146719837,0
1,91,2011-04-01,59382.04,61465.703742723046,-2083.6637427230453,0
1,91,2011-04-08,69459.11,65558.6271206576,3900.482879342395,0
1,91,2011-04-15,70117.63,65841.36208969651,4276.26791030349,0
1,91,2011-04-22,61390.07,65539.57804305923,-4149.508043059228,0
1,91,2011-04-29,54050.06,63597.99589587032,-9547.935895870323,0
1,91,2011-05-06,67932.66,60245.76251729262,7686.8974827073835,0
1,91,2011-05-13,69132.31,64271.253572257076,4861.056427742922,0
1,92,2011-02-04,145494.29,110262.26996837303,35232.02003162698,0
1,92,2011-02-11,149699.72,117997.3920572006,31702.3279427994,0
1,92,2011-02-18,129581.85,126577.19956290169,3004.6504370983166,0
1,92,2011-02-25,112865.16,123483.01769016095,-10617.857690160949,0
1,92,2011-03-04,130158.38,116486.26044178384,13672.11955821616,0
1,92,2011-03-11,137191.52,117939.66267031597,19251.85732968402,0
1,92,2011-03-18,134321.31,119714.35823411266,14606.951765887337,0
1,92,2011-03-25,114963.63,118453.3600199169,-3489.7300199168967,0
1,92,2011-04-01,118903.28,116594.49603083197,2308.7839691680274,0
1,92,2011-04-08,140374.76,116939.03433276537,23435.72566723464,0
1,92,2011-04-15,132197.01,117746.92265700885,14450.087342991159,0
1,92,2011-04-22,124161.59,117633.3728135455,6528.217186454494,0
1,92,2011-04-29,112882.46,116413.08847248096,-3530.628472480952,0
1,92,2011-05-06,140304.75,115985.12211638052,24319.627883619483,0
1,92,2011-05-13,131147.68,117196.3565066925,13951.3234933075,0
1,95,2011-02-04,114270.08,93778.61373486828,20491.46626513172,0
1,95,2011-02-11,117548.75,95283.27644209261,22265.47355790739,0
1,95,2011-02-18,112165.8,95036.83493090603,17128.965069093974,0
1,95,2011-02-25,107742.95,92121.36067104907,15621.589328950926,0
1,95,2011-03-04,116225.68,95538.99248041386,20686.687519586136,0
1,95,2011-03-11,120621.32,98710.20805281792,21911.111947182086,0
1,95,2011-03-18,123405.41,98324.54716560412,25080.862834395884,0
1,95,2011-03-25,122280.13,96368.1372359197,25911.992764080307,0
1,95,2011-04-01,112905.09,104157.3930706671,8747.696929332902,0
1,95,2011-04-08,126746.25,102393.50086962346,24352.749130376542,0
1,95,2011-04-15,126834.3,105369.57698845578,21464.72301154422,0
1,95,2011-04-22,118632.26,104838.74777088365,13793.512229116342,0
1,95,2011-04-29,111764.31,100672.28927094287,11092.020729057127,0
1,95,2011-05-06,120882.84,103181.32449982892,17701.51550017108,0
1,95,2011-05-13,124953.94,104961.54502064998,19992.39497935002,0
2,2,2011-02-04,60069.23,59798.07101561561,271.15898438439035,0
2,2,2011-02-11,70619.64,57501.561511203494,13118.078488796506,0
2,2,2011-02-18,69487.17,60307.82756692073,9179.34243307927,0
2,2,2011-02-25,65829.84,62158.9328984384,3670.907101561599,0
2,2,2011-03-04,70042.14,60376.09610708158,9666.043892918417,0
2,2,2011-03-11,67898.82,70038.87202212535,-2140.052022125339,0
2,2,2011-03-18,64567.4,66206.56507254284,-1639.1650725428408,0
2,2,2011-03-25,60715.5,61174.85513302019,-459.3551330201881,0
2,2,2011-04-01,65018.79,60734.65705844181,4284.132941558193,0
2,2,2011-04-08,61878.07,61279.76487675059,598.3051232494108,0
2,2,2011-04-15,62959.75,61300.94268563759,1658.8073143624133,0
2,2,2011-04-22,64738.13,59957.40879657628,4780.721203423716,0
2,2,2011-04-29,62751.61,61621.08184101125,1130.5281589887527,0
2,2,2011-05-06,63235.76,61391.42681059822,1844.3331894017829,0
2,2,2011-05-13,62941.61,61391.42681059822,1550.1831894017814,0
2,8,2011-02-04,61456.28,57401.01266448979,4055.267335510209,0
2,8,2011-02-11,64270.54,57613.22956457484,6657.310435425163,0
2,8,2011-02-18,59644.84,58259.65181865581,1385.188181344187,0
2,8,2011-02-25,57192.25,58144.70132490368,-952.4513249036827,0
2,8,2011-03-04,61222.4,58623.823139200336,2598.576860799665,0
2,8,2011-03-11,57030.11,58842.513920010984,-1812.4039200109837,0
2,8,2011-03-18,56264.95,56368.57190938871,-103.62190938871208,0
2,8,2011-03-25,51712.58,54690.64137722367,-2978.0613772236684,0
2,8,2011-04-01,57518.97,54452.46473689809,3066.5052631019134,0
2,8,2011-04-08,56757.01,55283.92683449247,1473.0831655075308,0
2,8,2011-04-15,53845.47,54427.96397355328,-582.4939735532753,0
2,8,2011-04-22,56457.56,53511.11989362546,2946.440106374539,0
2,8,2011-04-29,54000.05,54687.24931817031,-687.1993181703074,0
2,8,2011-05-06,58734.39,53638.12121650425,5096.268783495747,0
2,8,2011-05-13,54463.47,54838.49787618612,-375.0278761861191,0
2,13,2011-02-04,44132.34,47084.98154500382,-2952.6415450038257,0
2,13,2011-02-11,49051.22,46119.97948398498,2931.240516015023,0
2,13,2011-02-18,48013.57,47597.11548345482,416.4545165451782,0
2,13,2011-02-25,47681.17,47296.59505658439,384.5749434156096,0
2,13,2011-03-04,50789.38,47462.22210632857,3327.1578936714286,0
2,13,2011-03-11,44920.74,48311.73595718198,-3390.9959571819854,0
2,13,2011-03-18,45372.02,47601.88092108809,-2229.860921088097,0
2,13,2011-03-25,42548.15,47096.739974733646,-4548.589974733644,0
2,13,2011-04-01,43089.07,46008.497578190756,-2919.4275781907563,0
2,13,2011-04-08,44846.88,45054.49108159334,-207.61108159334253,0
2,13,2011-04-15,42638.48,45369.995762035425,-2731.515762035422,0
2,13,2011-04-22,40836.61,44853.456079157455,-4016.8460791574544,0
2,13,2011-04-29,41067.65,44043.459605993994,-2975.8096059939926,0
2,13,2011-05-06,43964.49,43278.71735032117,685.7726496788309,0
2,13,2011-05-13,41956.9,44148.361602730394,-2191.4616027303928,0
2,38,2011-02-04,72676.11,86260.20772581878,-13584.097725818778,0
2,38,2011-02-11,106706.53,78940.38853861502,27766.141461384977,0
2,38,2011-02-18,92225.47,82943.55952485038,9281.91047514962,0
2,38,2011-02-25,103100.6,79913.24164844169,23187.358351558316,0
2,38,2011-03-04,91932.69,76984.96538203582,14947.72461796418,0
2,38,2011-03-11,99904.49,87178.76739036913,12725.722609630873,0
2,38,2011-03-18,76017.77,83486.44212811695,-7468.672128116945,0
2,38,2011-03-25,85552.24,79980.39607518865,5571.843924811357,0
2,38,2011-04-01,91291.69,80009.78956702871,11281.900432971292,0
2,38,2011-04-08,100050.64,85856.75783947026,14193.882160529742,0
2,38,2011-04-15,97038.99,74752.5566451242,22286.4333548758,0
2,38,2011-04-22,85864.69,80212.7667739203,5651.9232260797,0
2,38,2011-04-29,76558.97,79660.31994730738,-3101.3499473073753,0
2,38,2011-05-06,93612.75,80185.0574965905,13427.692503409504,0
2,38,2011-05-13,82152.79,85495.65266415874,-3342.862664158747,0
2,40,2011-02-04,76890.06,74808.1834471291,2081.8765528709046,0
2,40,2011-02-11,90452.83,71795.39022819097,18657.439771809033,0
2,40,2011-02-18,81936.13,75109.96441210943,6826.165587890573,0
2,40,2011-02-25,78970.78,74383.35787661833,4587.422123381664,0
2,40,2011-03-04,84898.27,73001.15207314146,11897.11792685854,0
2,40,2011-03-11,84226.54,75397.39151519828,8829.148484801713,0
2,40,2011-03-18,81929.82,75885.62393413912,6044.196065860888,0
2,40,2011-03-25,76085.88,74691.64634608902,1394.233653910982,0
2,40,2011-04-01,77820.37,73420.7396295156,4399.630370484389,0
2,40,2011-04-08,78530.17,72496.66894705087,6033.5010529491265,0
2,40,2011-04-15,74495.92,72232.9334151211,2262.986584878905,0
2,40,2011-04-22,72967.41,69310.06311448851,3657.3468855114916,0
2,40,2011-04-29,71226.32,70337.11034331462,889.209656685387,0
2,40,2011-05-06,78544.61,69695.79415969178,8848.81584030822,0
2,40,2011-05-13,74941.86,70898.87003002732,4042.989969972681,0
2,72,2011-02-04,105790.7,65956.5635462012,39834.1364537988,0
2,72,2011-02-11,122524.2,67905.28275938715,54618.91724061285,0
2,72,2011-02-18,100128.26,87390.36031933238,12737.899680667615,0
2,72,2011-02-25,90116.84,83783.12768906643,6333.712310933566,0
2,72,2011-03-04,95742.36,93021.88467334177,2720.4753266582265,0
2,72,2011-03-11,85165.47,97489.84353478321,-12324.373534783212,0
2,72,2011-03-18,69651.06,87374.15998415675,-17723.099984156754,0
2,72,2011-03-25,60028.37,73575.88045429495,-13547.510454294948,0
2,72,2011-04-01,68017.71,73318.34925218202,-5300.639252182009,0
2,72,2011-04-08,54318.15,68316.97437827739,-13998.824378277386,0
2,72,2011-04-15,62796.1,59366.51983946811,3429.580160531892,0
2,72,2011-04-22,70992.73,59939.64289740568,11053.087102594312,0
2,72,2011-04-29,50801.34,66048.45581325561,-15247.115813255616,0
2,72,2011-05-06,48474.75,58683.534431627064,-10208.784431627064,0
2,72,2011-05-13,55760.99,54289.56188815734,1471.4281118426588,0
2,90,2011-02-04,109785.82,88655.58720671714,21130.232793282863,0
2,90,2011-02-11,109500.31,92355.45066903939,17144.859330960608,0
2,90,2011-02-18,93696.04,90593.6705440713,3102.369455928696,0
2,90,2011-02-25,88072.65,85711.4812721686,2361.168727831391,0
2,90,2011-03-04,94776.94,89494.4525000515,5282.487499948504,0
2,90,2011-03-11,93706.47,87722.28962223195,5984.180377768047,0
2,90,2011-03-18,93986.73,79494.12752732141,14492.602472678584,0
2,90,2011-03-25,84667.29,81919.18258007067,2748.1074199293216,0
2,90,2011-04-01,89736.26,80461.71848705204,9274.541512947952,0
2,90,2011-04-08,92548.35,81318.71799344831,11229.632006551692,0
2,90,2011-04-15,94579.01,80828.31608011083,13750.693919889163,0
2,90,2011-04-22,95673.12,80254.58070987162,15418.539290128378,0
2,90,2011-04-29,88730.5,82059.06444146927,6671.435558530735,0
2,90,2011-05-06,94918.58,79837.03827401159,15081.541725988413,0
2,90,2011-05-13,92653.91,83011.93836062995,9641.971639370051,0
2,91,2011-02-04,88934.27,71687.92733821369,17246.342661786315,0
2,91,2011-02-11,94029.23,75308.10975621353,18721.12024378647,0
2,91,2011-02-18,82049.29,74024.40894091967,8024.881059080319,0
2,91,2011-02-25,76258.99,70885.95656045465,5373.033439545354,0
2,91,2011-03-04,80599.47,76101.57038491372,4497.89961508628,0
2,91,2011-03-11,80935.4,76554.42840304789,4380.971596952106,0
2,91,2011-03-18,81914.43,73808.07636334267,8106.353636657324,0
2,91,2011-03-25,73603.62,72288.93428237946,1314.6857176205376,0
2,91,2011-04-01,75083.92,72119.68655591045,2964.23344408955,0
2,91,2011-04-08,82288.05,72855.74317375878,9432.306826241227,0
2,91,2011-04-15,84537.1,73611.5910485719,10925.508951428099,0
2,91,2011-04-22,75128.02,71401.11507559523,3726.9049244047783,0
2,91,2011-04-29,69437.98,69796.77278434546,-358.7927843454672,0
2,91,2011-05-06,81755.83,72546.51448756011,9209.31551243989,0
2,91,2011-05-13,80341.29,74250.81075387065,6090.47924612934,0
2,92,2011-02-04,183304.87,140707.2154982678,42597.654501732206,0
2,92,2011-02-11,195482.73,154827.24796064888,40655.48203935113,0
2,92,2011-02-18,161936.54,145882.9271055565,16053.612894443504,0
2,92,2011-02-25,148922.87,135537.87977063804,13384.990229361953,0
2,92,2011-03-04,165033.74,155033.5238612568,10000.216138743184,0
2,92,2011-03-11,165774.06,153457.98778419834,12316.072215801658,0
2,92,2011-03-18,163448.56,131306.38962259822,32142.17037740178,0
2,92,2011-03-25,140248.07,133510.1298611419,6737.940138858103,0
2,92,2011-04-01,148964.72,131229.76087700116,17734.959122998844,0
2,92,2011-04-08,160178.55,131423.55145475824,28754.998545241746,0
2,92,2011-04-15,161800.16,134577.45469809312,27222.705301906884,0
2,92,2011-04-22,156086.63,127042.15062909259,29044.479370907415,0
2,92,2011-04-29,141627.99,130157.74914616301,11470.240853836978,0
2,92,2011-05-06,158933.97,127633.52678248391,31300.44321751609,0
2,92,2011-05-13,152502.5,131306.38962259822,21196.110377401783,0
2,95,2011-02-04,145170.94,115926.10551481118,29244.834485188825,0
2,95,2011-02-11,151345.55,120071.01495154492,31274.535048455073,0
2,95,2011-02-18,134010.42,126434.39253430195,7576.027465698062,0
2,95,2011-02-25,128212.25,124460.54176150635,3751.708238493651,0
2,95,2011-03-04,138719.26,121185.68094313347,17533.57905686654,0
2,95,2011-03-11,134988.06,122450.27608569665,12537.783914303349,0
2,95,2011-03-18,143003.44,120278.03976522587,22725.400234774133,0
2,95,2011-03-25,129634.52,122381.42992326536,7253.090076734647,0
2,95,2011-04-01,131101.8,122144.52268357188,8957.27731642811,0
2,95,2011-04-08,137776.4,121680.65806023136,16095.741939768632,0
2,95,2011-04-15,140354.49,122034.73207698064,18319.75792301935,0
2,95,2011-04-22,134190.44,118386.24022466857,15804.199775331435,0
2,95,2011-04-29,125106.75,118769.85628300563,6336.893716994367,0
2,95,2011-05-06,134884.29,121318.73986383379,13565.550136166217,0
2,95,2011-05-13,140852.08,121290.40971131015,19561.670288689842,0
3,2,2011-02-04,17746.76,22577.398107383106,-4830.638107383107,0
3,2,2011-02-11,16535.49,23129.82612488559,-6594.336124885587,0
3,2,2011-02-18,16948.62,23739.216221477483,-6790.5962214774845,0
3,2,2011-02-25,16219.96,24016.896452043922,-7796.936452043923,0
3,2,2011-03-04,18932.19,24478.70812090112,-5546.518120901121,0
3,2,2011-03-11,16948.55,24773.81609686127,-7825.266096861269,0
3,2,2011-03-18,16740.65,24927.275205261667,-8186.6252052616655,0
3,2,2011-03-25,15263.73,24478.70812090112,-9214.97812090112,0
3,2,2011-04-01,14053.93,24350.760604578925,-10296.830604578925,0
3,2,2011-04-08,15993.94,23146.461868466595,-7152.521868466594,0
3,2,2011-04-15,14468.88,22968.190329929803,-8499.310329929804,0
3,2,2011-04-22,14481.21,22745.681488314494,-8264.471488314495,0
3,2,2011-04-29,15180.97,22677.21820000229,-7496.248200002292,0
3,2,2011-05-06,17081.58,22968.190329929803,-5886.610329929801,0
3,2,2011-05-13,15045.29,22968.190329929803,-7922.900329929802,0
3,8,2011-02-04,9488.95,17678.656307794405,-8189.706307794404,0
3,8,2011-02-11,7590.46,17800.816294449836,-10210.356294449837,0
3,8,2011-02-18,8028.69,18739.631010348192,-10710.941010348193,0
3,8,2011-02-25,8289.54,17678.656307794405,-9389.116307794404,0
3,8,2011-03-04,8383.64,17678.656307794405,-9295.016307794405,0
3,8,2011-03-11,8502.1,17678.656307794405,-9176.556307794404,0
3,8,2011-03-18,9158.75,17678.656307794405,-8519.906307794405,0
3,8,2011-03-25,8100.33,18202.427397098796,-10102.097397098796,0
3,8,2011-04-01,7284.46,18655.41499866849,-11370.95499866849,0
3,8,2011-04-08,8032.62,17678.656307794405,-9646.036307794406,0
3,8,2011-04-15,7351.74,17678.656307794405,-10326.916307794405,0
3,8,2011-04-22,8766.3,17678.656307794405,-8912.356307794405,0
3,8,2011-04-29,7822.76,17817.378153311485,-9994.618153311485,0
3,8,2011-05-06,9413.97,18202.427397098796,-8788.457397098797,0
3,8,2011-05-13,7185.99,17678.656307794405,-10492.666307794405,0
3,13,2011-02-04,11767.66,19618.966261686543,-7851.306261686543,0
3,13,2011-02-11,10563.34,19528.373169104354,-8965.033169104354,0
3,13,2011-02-18,11908.25,20151.539712999245,-8243.289712999245,0
3,13,2011-02-25,11687.72,19733.964336633635,-8046.244336633636,0
3,13,2011-03-04,12194.89,20151.539712999245,-7956.649712999246,0
3,13,2011-03-11,10427.24,20151.539712999245,-9724.299712999245,0
3,13,2011-03-18,11619.39,20356.30145324049,-8736.91145324049,0
3,13,2011-03-25,10341.26,19842.152500573768,-9500.892500573767,0
3,13,2011-04-01,9268.56,20019.7608825261,-10751.200882526102,0
3,13,2011-04-08,11069.8,19235.00954474365,-8165.209544743651,0
3,13,2011-04-15,10087.62,19528.373169104354,-9440.753169104353,0
3,13,2011-04-22,10323.6,19616.29854231556,-9292.698542315558,0
3,13,2011-04-29,10356.85,19372.62218637078,-9015.77218637078,0
3,13,2011-05-06,12604.54,19480.810350310912,-6876.270350310911,0
3,13,2011-05-13,10189.08,19678.437067818337,-9489.357067818337,0
3,38,2011-02-04,131623.64,111753.29798236003,19870.34201763998,0
3,38,2011-02-11,129054.64,112209.5235378773,16845.116462122693,0
3,38,2011-02-18,121509.84,107331.94344693964,14177.89655306036,0
3,38,2011-02-25,125591.83,107432.65668709415,18159.173312905856,0
3,38,2011-03-04,142476.27,109876.24041785585,32600.02958214414,0
3,38,2011-03-11,127654.09,112120.29239380998,15533.797606190012,0
3,38,2011-03-18,107690.8,110933.39553510462,-3242.595535104614,0
3,38,2011-03-25,112889.1,106673.78135150377,6215.318648496235,0
3,38,2011-04-01,132300.71,113128.65241164871,19172.05758835128,0
3,38,2011-04-08,112366.88,108073.80617989697,4293.073820103033,0
3,38,2011-04-15,108280.8,101162.27323942118,7118.526760578825,0
3,38,2011-04-22,108157.37,100883.48396711958,7273.886032880415,0
3,38,2011-04-29,102971.82,104493.16980364437,-1521.3498036443634,0
3,38,2011-05-06,125369.2,98613.5705043855,26755.6294956145,0
3,38,2011-05-13,109503.96,99672.64968300516,9831.310316994844,0
3,40,2011-02-04,20560.34,26765.20715161042,-6204.867151610419,0
3,40,2011-02-11,22307.39,26782.523697326782,-4475.133697326783,0
3,40,2011-02-18,19791.73,27894.15126626688,-8102.42126626688,0
3,40,2011-02-25,19307.3,27640.669500894586,-8333.369500894587,0
3,40,2011-03-04,20553.85,26765.20715161042,-6211.35715161042,0
3,40,2011-03-11,18750.0,26782.523697326782,-8032.523697326782,0
3,40,2011-03-18,18270.81,26412.61231183964,-8141.802311839638,0
3,40,2011-03-25,17365.1,25686.502877603398,-8321.4028776034,0
3,40,2011-04-01,15745.62,25366.8901939861,-9621.270193986098,0
3,40,2011-04-08,17169.34,24698.61937416811,-7529.279374168109,0
3,40,2011-04-15,16960.89,24462.239387475525,-7501.349387475526,0
3,40,2011-04-22,16615.93,24590.18690379772,-7974.256903797719,0
3,40,2011-04-29,16234.59,24590.18690379772,-8355.59690379772,0
3,40,2011-05-06,18191.03,24462.239387475525,-6271.2093874755265,0
3,40,2011-05-13,15980.36,24623.87518243131,-8643.51518243131,0
3,72,2011-02-04,26576.4,25091.449723065412,1484.950276934589,0
3,72,2011-02-11,29171.73,28337.991149436733,833.7388505632662,0
3,72,2011-02-18,32925.67,32085.041900809443,840.6280991905551,0
3,72,2011-02-25,24423.62,33188.69604383463,-8765.07604383463,0
3,72,2011-03-04,21632.0,34210.60542539084,-12578.605425390837,0
3,72,2011-03-11,21795.96,30068.099674165747,-8272.139674165748,0
3,72,2011-03-18,17811.27,29839.650434963183,-12028.380434963183,0
3,72,2011-03-25,17626.48,27678.688705019133,-10052.208705019133,0
3,72,2011-04-01,12886.41,25590.696516751002,-12704.286516751003,0
3,72,2011-04-08,18436.12,24264.811657037015,-5828.691657037016,0
3,72,2011-04-15,16274.29,24623.87518243131,-8349.58518243131,0
3,72,2011-04-22,16187.53,24514.383245937297,-8326.853245937296,0
3,72,2011-04-29,14367.65,23529.8883545513,-9162.238354551302,0
3,72,2011-05-06,20462.87,23794.387610428614,-3331.5176104286147,0
3,72,2011-05-13,18640.4,25083.40994515694,-6443.009945156937,0
3,90,2011-02-04,1562.31,12311.823461781723,-10749.513461781724,0
3,90,2011-02-11,1340.18,12311.823461781723,-10971.643461781723,0
3,90,2011-02-18,1442.64,12431.278958134193,-10988.638958134194,0
3,90,2011-02-25,1431.38,12311.823461781723,-10880.443461781724,0
3,90,2011-03-04,1437.02,12429.842432427511,-10992.82243242751,0
3,90,2011-03-11,1408.16,12311.823461781723,-10903.663461781724,0
3,90,2011-03-18,1430.9,12431.278958134193,-11000.378958134193,0
3,90,2011-03-25,1820.74,12311.823461781723,-10491.083461781724,0
3,90,2011-04-01,1346.63,12549.29792877998,-11202.667928779982,0
3,90,2011-04-08,1422.77,12549.29792877998,-11126.52792877998,0
3,90,2011-04-15,1358.6,12549.29792877998,-11190.69792877998,0
3,90,2011-04-22,1437.84,12549.29792877998,-11111.45792877998,0
